ts,id,T,P
7.475,BARO0,31.43,86962
7.485,BARO0,31.43,86930
7.495,BARO0,31.44,86942
7.505,BARO0,31.42,86876
7.515,BARO0,31.42,86870
7.525,BARO0,31.42,86838
7.535,BARO0,31.43,86818
7.545,BARO0,31.44,86796
7.555,BARO0,31.44,86771
7.565,BARO0,31.43,86726
7.575,BARO0,31.43,86708
7.585,BARO0,31.44,86695
7.595,BARO0,31.43,86685
7.605,BARO0,31.42,86664
7.615,BARO0,31.44,86604
7.625,BARO0,31.44,86572
7.635,BARO0,31.42,86577
7.645,BARO0,31.43,86545
7.655,BARO0,31.42,86521
7.665,BARO0,31.43,86471
7.675,BARO0,31.42,86468
7.685,BARO0,31.43,86434
7.695,BARO0,31.44,86416
7.705,BARO0,31.43,86390
7.715,BARO0,31.42,86364
7.725,BARO0,31.43,86320
7.735,BARO0,31.42,86266
7.745,BARO0,31.42,86265
7.755,BARO0,31.44,86240
7.765,BARO0,31.42,86213
7.775,BARO0,31.44,86218
7.785,BARO0,31.42,86189
7.795,BARO0,31.43,86143
7.805,BARO0,31.43,86151
7.815,BARO0,31.43,86093
7.825,BARO0,31.43,86085
7.835,BARO0,31.42,86049
7.845,BARO0,31.44,86007
7.855,BARO0,31.41,86000
7.865,BARO0,31.42,85981
7.875,BARO0,31.43,85936
7.885,BARO0,31.43,85937
7.895,BARO0,31.44,85886
7.905,BARO0,31.42,85878
