ts,id,T,P
5.565,BARO0,34.76,91545
5.575,BARO0,34.77,91543
5.585,BARO0,34.77,91511
5.595,BARO0,34.76,91456
5.605,BARO0,34.76,91416
5.615,BARO0,34.76,91434
5.625,BARO0,34.77,91421
5.635,BARO0,34.76,91370
5.645,BARO0,34.74,91332
5.655,BARO0,34.76,91284
5.665,BARO0,34.75,91286
5.675,BARO0,34.76,91240
5.685,BARO0,34.76,91212
5.695,BARO0,34.76,91201
5.705,BARO0,34.75,91165
5.715,BARO0,34.77,91175
5.725,BARO0,34.76,91130
5.735,BARO0,34.75,91084
5.745,BARO0,34.77,91090
5.755,BARO0,34.76,91007
5.765,BARO0,34.75,91009
5.775,BARO0,34.75,90981
5.785,BARO0,34.76,90946
5.795,BARO0,34.76,90942
5.805,BARO0,34.74,90927
5.815,BARO0,34.75,90868
5.825,BARO0,34.77,90840
5.835,BARO0,34.75,90830
5.845,BARO0,34.75,90827
5.855,BARO0,34.75,90729
5.865,BARO0,34.76,90731
5.875,BARO0,34.75,90717
5.885,BARO0,34.74,90695
5.895,BARO0,34.74,90655
5.905,BARO0,34.74,90632
5.915,BARO0,34.74,90644
5.925,BARO0,34.75,90574
5.935,BARO0,34.75,90569
5.945,BARO0,34.73,90523
5.955,BARO0,34.74,90551
5.965,BARO0,34.74,90496
5.975,BARO0,34.74,90467
5.985,BARO0,34.74,90435
5.995,BARO0,34.76,90443
6.005,BARO0,34.74,90395
6.015,BARO0,34.75,90398
6.025,BARO0,34.72,90371
6.035,BARO0,34.74,90335
6.045,BARO0,34.74,90291
6.055,BARO0,34.73,90280
6.065,BARO0,34.73,90240
6.075,BARO0,34.73,90239
6.085,BARO0,34.73,90210
6.095,BARO0,34.73,90156
6.105,BARO0,34.72,90148
6.115,BARO0,34.74,90115
6.125,BARO0,34.74,90117
6.135,BARO0,34.7,90088
6.145,BARO0,34.74,90035
6.155,BARO0,34.73,90028
6.165,BARO0,34.73,90012
6.175,BARO0,34.72,89965
6.185,BARO0,34.73,89945
6.195,BARO0,34.72,89943
6.205,BARO0,34.73,89909
6.215,BARO0,34.73,89880
6.225,BARO0,34.73,89870
6.235,BARO0,34.74,89831
6.245,BARO0,34.73,89792
6.255,BARO0,34.72,89799
6.265,BARO0,34.73,89754
6.275,BARO0,34.72,89742
6.285,BARO0,34.72,89718
6.295,BARO0,34.72,89683
6.305,BARO0,34.7,89680
6.315,BARO0,34.71,89625
6.325,BARO0,34.71,89640
6.335,BARO0,34.71,89610
6.345,BARO0,34.72,89565
6.355,BARO0,34.71,89544
6.365,BARO0,34.71,89518
6.375,BARO0,34.72,89498
6.385,BARO0,34.71,89457
6.395,BARO0,34.73,89475
6.405,BARO0,34.72,89404
6.415,BARO0,34.72,89404
6.425,BARO0,34.7,89382
6.435,BARO0,34.72,89359
6.445,BARO0,34.71,89331
6.455,BARO0,34.71,89320
6.465,BARO0,34.71,89298
6.475,BARO0,34.71,89259
6.485,BARO0,34.71,89243
6.495,BARO0,34.71,89207
6.505,BARO0,34.7,89231
6.515,BARO0,34.7,89199
6.525,BARO0,34.72,89145
6.535,BARO0,34.69,89142
6.545,BARO0,34.7,89122
6.555,BARO0,34.71,89061
6.565,BARO0,34.71,89065
6.575,BARO0,34.7,89035
6.585,BARO0,34.7,89003
6.595,BARO0,34.71,89007
6.605,BARO0,34.69,88954
6.615,BARO0,34.7,88946
6.625,BARO0,34.69,88938
6.635,BARO0,34.7,88897
6.645,BARO0,34.69,88887
6.655,BARO0,34.72,88853
6.665,BARO0,34.7,88830
6.675,BARO0,34.69,88798
6.685,BARO0,34.69,88775
6.695,BARO0,34.68,88730
6.705,BARO0,34.69,88799
6.715,BARO0,34.69,88737
6.725,BARO0,34.69,88717
6.735,BARO0,34.7,88662
6.745,BARO0,34.68,88666
6.755,BARO0,34.68,88630
6.765,BARO0,34.7,88618
6.775,BARO0,34.69,88602
6.785,BARO0,34.68,88569
6.795,BARO0,34.68,88562
6.805,BARO0,34.68,88516
6.815,BARO0,34.67,88516
6.825,BARO0,34.69,88507
6.835,BARO0,34.67,88465
6.845,BARO0,34.67,88418
6.855,BARO0,34.68,88409
6.865,BARO0,34.67,88389
6.875,BARO0,34.68,88371
6.885,BARO0,34.68,88333
6.895,BARO0,34.69,88351
6.905,BARO0,34.7,88320
6.915,BARO0,34.7,88281
6.925,BARO0,34.68,88268
6.935,BARO0,34.68,88233
6.945,BARO0,34.68,88223
6.955,BARO0,34.68,88186
6.965,BARO0,34.67,88162
6.975,BARO0,34.68,88142
6.985,BARO0,34.67,88133
6.995,BARO0,34.67,88133
7.005,BARO0,34.66,88057
7.015,BARO0,34.68,88056
7.025,BARO0,34.67,88046
7.035,BARO0,34.66,88012
7.045,BARO0,34.68,88021
7.055,BARO0,34.67,87989
7.065,BARO0,34.68,87946
7.075,BARO0,34.68,87948
7.085,BARO0,34.67,87929
7.095,BARO0,34.68,87904
7.105,BARO0,34.67,87859
7.115,BARO0,34.66,87864
7.125,BARO0,34.66,87821
7.135,BARO0,34.66,87788
7.145,BARO0,34.67,87765
7.155,BARO0,34.65,87776
7.165,BARO0,34.67,87752
7.175,BARO0,34.67,87718
7.185,BARO0,34.67,87724
7.195,BARO0,34.68,87702
7.205,BARO0,34.67,87683
7.215,BARO0,34.68,87637
7.225,BARO0,34.66,87640
7.235,BARO0,34.66,87607
7.245,BARO0,34.66,87581
7.255,BARO0,34.66,87559
7.265,BARO0,34.66,87542
7.275,BARO0,34.65,87517
7.285,BARO0,34.65,87530
7.295,BARO0,34.63,87486
7.305,BARO0,34.65,87438
7.315,BARO0,34.66,87432
7.325,BARO0,34.65,87451
7.335,BARO0,34.65,87409
7.345,BARO0,34.64,87387
7.355,BARO0,34.64,87359
7.365,BARO0,34.64,87340
7.375,BARO0,34.65,87311
7.385,BARO0,34.65,87280
7.395,BARO0,34.64,87283
7.405,BARO0,34.65,87267
7.415,BARO0,34.64,87240
7.425,BARO0,34.66,87237
7.435,BARO0,34.65,87201
7.445,BARO0,34.64,87198
7.455,BARO0,34.66,87139
7.465,BARO0,34.64,87136
7.475,BARO0,34.64,87114
7.485,BARO0,34.64,87089
7.495,BARO0,34.63,87077
7.505,BARO0,34.64,87064
7.515,BARO0,34.64,87056
7.525,BARO0,34.64,86997
7.535,BARO0,34.65,86987
7.545,BARO0,34.63,86952
7.555,BARO0,34.65,86950
7.565,BARO0,34.63,86947
7.575,BARO0,34.64,86925
7.585,BARO0,34.64,86895
7.595,BARO0,34.62,86867
7.605,BARO0,34.65,86834
7.615,BARO0,34.64,86841
7.625,BARO0,34.63,86838
7.635,BARO0,34.63,86818
7.645,BARO0,34.64,86774
7.655,BARO0,34.65,86768
7.665,BARO0,34.64,86743
7.675,BARO0,34.64,86717
7.685,BARO0,34.64,86713
7.695,BARO0,34.63,86715
7.705,BARO0,34.65,86681
7.715,BARO0,34.66,86643
7.725,BARO0,34.64,86645
7.735,BARO0,34.64,86642
7.745,BARO0,34.63,86597
7.755,BARO0,34.64,86576
7.765,BARO0,34.62,86562
7.775,BARO0,34.63,86549
7.785,BARO0,34.63,86479
7.795,BARO0,34.63,86475
7.805,BARO0,34.62,86464
7.815,BARO0,34.62,86452
7.825,BARO0,34.62,86460
7.835,BARO0,34.64,86430
7.845,BARO0,34.62,86413
7.855,BARO0,34.61,86392
7.865,BARO0,34.62,86346
7.875,BARO0,34.62,86327
7.885,BARO0,34.62,86318
7.895,BARO0,34.63,86327
7.905,BARO0,34.61,86306
7.915,BARO0,34.6,86237
