ts,id,T,P
7.385,BARO0,38.64,84293
7.395,BARO0,38.64,84317
7.405,BARO0,38.66,84287
7.415,BARO0,38.65,84256
7.425,BARO0,38.64,84236
7.435,BARO0,38.64,84202
7.445,BARO0,38.65,84239
7.455,BARO0,38.62,84160
7.465,BARO0,38.63,84159
7.475,BARO0,38.62,84110
7.485,BARO0,38.63,84090
7.495,BARO0,38.63,84048
7.505,BARO0,38.65,84036
7.515,BARO0,38.62,84009
7.525,BARO0,38.64,84018
7.535,BARO0,38.64,83949
7.545,BARO0,38.63,83975
7.555,BARO0,38.62,83967
7.565,BARO0,38.61,83948
7.575,BARO0,38.63,83849
7.585,BARO0,38.62,83856
7.595,BARO0,38.63,83814
7.605,BARO0,38.62,83800
7.615,BARO0,38.62,83764
7.625,BARO0,38.62,83769
7.635,BARO0,38.62,83723
7.645,BARO0,38.62,83705
7.655,BARO0,38.61,83690
7.665,BARO0,38.62,83609
7.675,BARO0,38.6,83637
7.685,BARO0,38.62,83626
7.695,BARO0,38.62,83593
7.705,BARO0,38.6,83569
7.715,BARO0,38.61,83533
7.725,BARO0,38.61,83493
7.735,BARO0,38.61,83500
7.745,BARO0,38.6,83475
7.755,BARO0,38.61,83442
7.765,BARO0,38.6,83382
7.775,BARO0,38.61,83368
7.785,BARO0,38.6,83397
7.795,BARO0,38.6,83349
7.805,BARO0,38.61,83364
7.815,BARO0,38.59,83294
7.825,BARO0,38.59,83285
7.835,BARO0,38.6,83268
7.845,BARO0,38.59,83247
7.855,BARO0,38.59,83215
7.865,BARO0,38.58,83147
7.875,BARO0,38.58,83156
7.885,BARO0,38.6,83182
7.895,BARO0,38.58,83079
7.905,BARO0,38.57,83085
7.915,BARO0,38.58,83070
